code,level,term_type,japanese,english,needs_review
C76.7,specific,同義語,側腹部，ＮＯＳ,"Flank, NOS",
C76.7,specific,同義語,体幹，ＮＯＳ,"Trunk, NOS",
C76.8,specific,優先用語,部位不明確の境界部病巣,Overlapping lesion of ill-defined sites,
C76.8,specific,同義語,（73ページの注を参照）,(see note page 45),
C77,category,優先用語,リンパ節,LYMPH NODES,
C77.0,specific,優先用語,頭部，顔面および頸部のリンパ節,"Lymph nodes of head, face and neck",
C77.0,specific,同義語,耳介リンパ節,Auricular lymph node,
C77.0,specific,同義語,頸部リンパ節,Cervical lymph node,
C77.0,specific,同義語,顔面リンパ節,Facial lymph node,
C77.0,specific,同義語,頸静脈リンパ節,Jugular lymph node,
C77.0,specific,同義語,下顎リンパ節,Mandibular lymph node,
C77.0,specific,同義語,後頭リンパ節,Occipital lymph node,
C77.0,specific,同義語,耳下腺リンパ節,Parotid lymph node,
C77.0,specific,同義語,耳介前リンパ節,Preauricular lymph node,
C77.0,specific,同義語,喉頭前リンパ節,Prelaryngeal lymph node,
C77.0,specific,同義語,気管前リンパ節,Pretracheal lymph node,
C77.0,specific,同義語,咽後リンパ節,Retropharyngeal lymph node,
C77.0,specific,同義語,斜角筋リンパ節,Scalene lymph node,
C77.0,specific,同義語,舌下リンパ節,Sublingual lymph node,
C77.0,specific,同義語,顎下リンパ節,Submandibular lymph node,
C77.0,specific,同義語,上顎下リンパ節,Submaxillary lymph node,
C77.0,specific,同義語,おとがい下リンパ節,Submental lymph node,
C77.0,specific,同義語,鎖骨上リンパ節,Supraclavicular lymph node,
C77.1,specific,優先用語,胸腔内リンパ節,Intrathoracic lymph nodes,
C77.1,specific,同義語,気管支リンパ節,Bronchial lymph node,
C77.1,specific,同義語,気管支肺リンパ節,Bronchopulmonary lymph node,
C77.1,specific,同義語,横隔膜リンパ節,Diaphragmatic lymph node,
C77.1,specific,同義語,食道リンパ節,Esophageal lymph node,
C77.1,specific,同義語,肺門リンパ節，ＮＯＳ,"Hilar lymph node, NOS",
C77.1,specific,同義語,腕頭リンパ節,Innominate lymph node,
C77.1,specific,同義語,肋間リンパ節,Intercostal lymph node,
C77.1,specific,同義語,縦隔リンパ節,Mediastinal lymph node,
C77.1,specific,同義語,胸骨傍リンパ節,Parasternal lymph node,
C77.1,specific,同義語,肺リンパ節，ＮＯＳ,Pulmonary hilar lymph node,
C77.1,specific,同義語,胸腔リンパ節,"Pulmonary lymph node, NOS",
C77.1,specific,同義語,気管リンパ節,Thoracic lymph node,
C77.1,specific,同義語,気管気管支リンパ節,Tracheal lymph node Tracheobronchial lymph node,
C77.2,specific,優先用語,腹腔内リンパ節,Intra-abdominal lymph nodes,
C77.2,specific,同義語,腹部リンパ節,Abdominal lymph node,
C77.2,specific,同義語,大動脈リンパ節,Aortic lymph node,
C77.2,specific,同義語,腹腔リンパ節,Celiac lymph node,
C77.2,specific,同義語,結腸リンパ節,Colic lymph node,
C77.2,specific,同義語,総胆管リンパ節,Common duct lymph node,
C77.2,specific,同義語,胃リンパ節,Gastric lymph node,
C77.2,specific,同義語,肝リンパ節,Hepatic lymph node,
C77.2,specific,同義語,回結腸リンパ節,Ileocolic lymph node,
C77.2,specific,同義語,下腸間膜リンパ節,Inferior mesenteric lymph node,
C77.2,specific,同義語,小腸リンパ節,Intestinal lymph node,
C77.2,specific,同義語,腰リンパ節,Lumbar lymph node,
C77.2,specific,同義語,腸間膜リンパ節，ＮＯＳ,"Mesenteric lymph node, NOS",
C77.2,specific,同義語,中結腸リンパ節,Midcolic lymph node,
C77.2,specific,同義語,膵リンパ節，ＮＯＳ,"Pancreatic lymph node, NOS",
C77.2,specific,同義語,大動脈傍リンパ節,Para-aortic lymph node,
C77.2,specific,同義語,大動脈周囲リンパ節,Periaortic lymph node,
C77.2,specific,同義語,膵周囲リンパ節,Peripancreatic lymph node,
C77.2,specific,同義語,肝門リンパ節,Porta hepatis lymph node,
C77.2,specific,同義語,門脈リンパ節,Portal lymph node,
C77.2,specific,同義語,幽門リンパ節,Pyloric lymph node,
C77.2,specific,同義語,後腹膜リンパ節,Retroperitoneal lymph node,
C77.2,specific,同義語,脾リンパ節，ＮＯＳ,"Splenic lymph node, NOS",
C77.2,specific,同義語,脾門リンパ節,Splenic hilar lymph node,
C77.2,specific,同義語,上腸間膜リンパ節,Superior mesenteric lymph node,
C77.3,specific,優先用語,腋窩又は腕のリンパ節,Lymph nodes of axilla or arm,
C77.3,specific,同義語,腋窩リンパ節,Axillary lymph node,
C77.3,specific,同義語,上腕リンパ節,Brachial lymph node,
C77.3,specific,同義語,肘リンパ節,Cubital lymph node,
C77.3,specific,同義語,滑車上リンパ節,Epitrochlear lymph node,
C77.3,specific,同義語,鎖骨下リンパ節,Infraclavicular lymph node,
C77.3,specific,同義語,上肢のリンパ節,Lymph node of upper limb,
C77.3,specific,同義語,胸筋リンパ節,Pectoral lymph node,
C77.3,specific,同義語,肩甲下リンパ節,Subclavicular lymph node Subscapular lymph node,
C77.4,specific,優先用語,下肢又はそけい部のリンパ節,Lymph nodes of inguinal region or leg,
C77.4,specific,同義語,大腿リンパ節,Femoral lymph node,
C77.4,specific,同義語,そけいリンパ節,Inguinal lymph node,
C77.4,specific,同義語,クロケーリンパ節,Lymph node of Cloquet,
C77.4,specific,同義語,そけいのリンパ節,Lymph node of groin,
C77.4,specific,同義語,下肢のリンパ節,Lymph node of lower limb,
C77.4,specific,同義語,ローゼンミュラーのリンパ節,Lymph node of Rosenmuller,
C77.4,specific,同義語,膝窩リンパ節,Popliteal lymph node,
C77.4,specific,同義語,そけい下リンパ節,Subinguinal lymph node,
C77.4,specific,同義語,頸骨リンパ節,Tibial lymph node,
C77.5,specific,優先用語,骨盤リンパ節,Pelvic lymph nodes,
C77.5,specific,同義語,下腹リンパ節,Hypogastric lymph node,
C77.5,specific,同義語,腸骨リンパ節,Iliac lymph node,
C77.5,specific,同義語,下腹壁リンパ節,Inferior epigastric lymph node,
C77.5,specific,同義語,骨盤内リンパ節,Intrapelvic lymph node,
C77.5,specific,同義語,閉鎖リンパ節,Obturator lymph node,
C77.5,specific,同義語,傍子宮頸リンパ節,Paracervical lymph node,
C77.5,specific,同義語,傍子宮リンパ節,Parametrial lymph node,
C77.5,specific,同義語,恥骨結合前リンパ節,Presymphysial lymph node,
C77.5,specific,同義語,仙骨リンパ節,Sacral lymph node,
C77.8,specific,優先用語,多部位のリンパ節,Lymph nodes of multiple regions,
C77.9,specific,優先用語,リンパ節，ＮＯＳ,"Lymph node, NOS",
C80,category,優先用語,原発部位不明,UNKNOWN PRIMARY SITE,
C80.9,specific,優先用語,原発部位不明,Unknown primary site,
