MDCｺｰﾄﾞ,分類ｺｰﾄﾞ,対応ｺｰﾄﾞ,処置2ﾌﾗｸﾞ,処置等(1),,処置等(2),,変更区分,有効期間,,更新日
13,0130,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
13,0130,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
13,0140,1,1,リツキシマブ,0045,,,0,20220401,99999999,00000000
13,0150,1,1,乾燥濃縮人Ｃ１－インアクチベーター,0228,,,0,20220401,99999999,00000000
13,0150,1,1,イカチバント酢酸塩,0238,,,0,20220401,99999999,00000000
13,0160,2,3,化学療法,0005,,,0,20220401,99999999,00000000
13,0160,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
13,0170,1,4,血漿交換療法,J039,,,0,20220401,99999999,00000000
13,0170,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
13,0170,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
13,0170,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
13,0170,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
14,0010,4,9,一酸化窒素吸入療法ありかつパリビズマブあり,0141,,,0,20220401,99999999,00000000
14,0010,4,9,肺サーファクタントありかつパリビズマブあり,0142,,,0,20220401,99999999,00000000
14,0010,3,8,肺サーファクタント,0037,,,0,20220401,99999999,00000000
14,0010,3,8,一酸化窒素吸入療法（１日につき）　新生児の低酸素性呼吸不全に対して実施する場合,J045-21,,,0,20220401,99999999,00000000
14,0010,3,8,一酸化窒素吸入療法（１日につき）　その他の場合,J045-22,,,0,20220401,99999999,00000000
14,0010,2,7,パリビズマブ,0038,,,0,20220401,99999999,00000000
14,0010,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
14,0010,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
14,0010,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
14,0010,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
14,0010,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
14,0070,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
14,0070,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
14,0070,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
14,0070,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
14,0080,1,5,リハビリテーション,0007,,,0,20220401,99999999,00000000
14,0080,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
14,0080,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
14,0080,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
14,0080,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
14,0220,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
14,0220,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
14,0220,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
14,0220,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
14,0230,1,9,肺サーファクタント,0037,,,0,20220401,99999999,00000000
14,0230,1,9,パリビズマブ,0038,,,0,20220401,99999999,00000000
14,0230,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
14,0230,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
14,0230,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
14,0230,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
14,0230,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
14,0245,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
14,0245,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
14,0245,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
14,0245,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
14,0260,1,5,胸腔穿刺,J008,,,0,20220401,99999999,00000000
14,0260,1,4,持続的胸腔ドレナージ,J019,,,0,20220401,99999999,00000000
14,0260,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
14,0260,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
14,0260,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
14,0260,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
14,0270,1,9,肺サーファクタント,0037,,,0,20220401,99999999,00000000
14,0270,1,9,パリビズマブ,0038,,,0,20220401,99999999,00000000
14,0270,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
14,0270,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
14,0270,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
14,0270,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
14,0270,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
14,0280,1,9,肺サーファクタント,0037,,,0,20220401,99999999,00000000
14,0280,1,9,パリビズマブ,0038,,,0,20220401,99999999,00000000
14,0280,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
14,0280,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
14,0280,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
14,0280,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
14,029x,1,9,パリビズマブ,0038,,,0,20220401,99999999,00000000
14,031x,1,9,パリビズマブ,0038,,,0,20220401,99999999,00000000
14,0390,1,9,肺サーファクタント,0037,,,0,20220401,99999999,00000000
14,0390,1,9,パリビズマブ,0038,,,0,20220401,99999999,00000000
14,0390,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
14,0390,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
14,0390,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
14,0390,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
14,0390,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
14,0410,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
14,0410,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
14,0410,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
14,0410,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
14,0410,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
14,0420,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
14,0420,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
14,0420,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
14,0420,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
14,0420,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
14,0420,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
14,0430,1,9,肺サーファクタント,0037,,,0,20220401,99999999,00000000
14,0430,1,9,パリビズマブ,0038,,,0,20220401,99999999,00000000
14,0430,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
14,0430,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
14,0430,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
14,0430,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
14,0430,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
14,044x,1,9,肺サーファクタント,0037,,,0,20220401,99999999,00000000
14,044x,1,9,パリビズマブ,0038,,,0,20220401,99999999,00000000
14,044x,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
14,044x,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
14,044x,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
14,044x,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
14,044x,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
14,0450,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
14,0450,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
14,0450,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
14,0450,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
14,0450,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
14,0460,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
14,0460,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
14,0460,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
14,0460,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
14,0460,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
14,0480,1,9,肺サーファクタント,0037,,,0,20220401,99999999,00000000
14,0480,1,9,パリビズマブ,0038,,,0,20220401,99999999,00000000
14,0480,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
14,0480,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
14,0480,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
14,0480,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
14,0480,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
14,0490,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
14,0490,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
14,0490,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
14,0490,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
14,0500,1,1,パミドロン酸二ナトリウム,0191,,,0,20220401,99999999,00000000
14,0510,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
14,0510,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
14,0510,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
14,0510,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
14,0550,1,1,トルバプタン,0192,,,0,20220401,99999999,00000000
14,056x,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
14,056x,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
14,056x,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
14,056x,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
14,0580,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
14,0580,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
14,0580,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
14,0580,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
14,0590,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
14,0590,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
14,0590,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
14,0590,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
14,0600,1,9,肺サーファクタント,0037,,,0,20220401,99999999,00000000
14,0600,1,9,パリビズマブ,0038,,,0,20220401,99999999,00000000
14,0600,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
14,0600,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
14,0600,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
14,0600,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
15,0040,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
15,0040,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
15,0040,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
15,0040,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
15,0040,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
15,0070,2,10,インフリキシマブ,0024,,,0,20220401,99999999,00000000
15,0070,1,9,ガンマグロブリン,0003,,,0,20220401,99999999,00000000
15,0070,1,4,血漿交換療法,J039,,,0,20220401,99999999,00000000
15,0070,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
15,0070,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
15,0070,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
15,0070,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
15,0100,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
15,0100,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
15,0100,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
15,0100,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
15,0110,2,3,パリビズマブ,0038,,,0,20220401,99999999,00000000
15,0110,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
15,0110,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
15,0110,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
15,0110,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
15,0110,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
15,0120,1,4,リハビリテーション,0007,,,0,20220401,99999999,00000000
15,0120,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
15,0120,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
15,0120,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
15,0120,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
16,0100,1,4,頭蓋内圧持続測定　１時間以内又は１時間につき,D2271,,,0,20220401,99999999,00000000
16,0100,1,4,頭蓋内圧持続測定　３時間を超えた場合（１日につき）,D2272,,,0,20220401,99999999,00000000
16,0100,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
16,0100,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
16,0100,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
16,0100,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
16,0100,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
16,0100,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
16,0200,1,5,気管切開術,K386,,,0,20220401,99999999,00000000
16,0200,1,4,頭蓋内圧持続測定　１時間以内又は１時間につき,D2271,,,0,20220401,99999999,00000000
16,0200,1,4,頭蓋内圧持続測定　３時間を超えた場合（１日につき）,D2272,,,0,20220401,99999999,00000000
16,0200,1,4,胃瘻造設術（経皮的内視鏡下胃瘻造設術、腹腔鏡下胃瘻造設術を含む。）,K664,,,0,20220401,99999999,00000000
16,0200,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
16,0200,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
16,0200,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
16,0200,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
16,0200,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
16,0200,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
16,0250,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
16,0250,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
16,0250,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
16,0250,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
16,0250,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
16,0250,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
16,0300,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
16,0300,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
16,0300,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
16,0300,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
16,0300,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
16,0300,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
16,0350,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
16,0350,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
16,0350,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
16,0350,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
16,0350,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
16,0350,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
16,0400,1,5,持続的胸腔ドレナージ,J019,,,0,20220401,99999999,00000000
16,0400,1,4,胸腔穿刺,J008,,,0,20220401,99999999,00000000
16,0400,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
16,0400,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
16,0400,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
16,0400,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
16,0400,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
16,0400,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
16,0440,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
16,0440,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
16,0440,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
16,0440,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
16,0440,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
16,0440,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
16,0450,1,5,持続的胸腔ドレナージ,J019,,,0,20220401,99999999,00000000
16,0450,1,4,胸腔穿刺,J008,,,0,20220401,99999999,00000000
16,0450,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
16,0450,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
16,0450,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
16,0450,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
16,0450,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
16,0450,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
16,0480,1,4,心膜穿刺,J048,,,0,20220401,99999999,00000000
16,0480,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
16,0480,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
16,0480,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
16,0480,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
16,0480,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
16,0480,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
16,0500,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
16,0500,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
16,0500,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
16,0500,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
16,0500,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
16,0500,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
16,0510,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
16,0510,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
16,0510,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
16,0510,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
16,0510,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
16,0510,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
16,054x,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
16,054x,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
16,054x,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
16,054x,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
16,054x,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
16,054x,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
16,0570,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
16,0570,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
16,0570,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
16,0570,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
16,0570,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
16,0570,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
16,0575,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
16,0575,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
16,0575,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
16,0575,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
16,0575,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
16,0575,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
16,0580,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
16,0580,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
16,0580,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
16,0580,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
16,0580,1,1,人工呼吸　５時間を超えた場合（１日につき）　１４日目まで,J0453ｲ,,,0,20220401,99999999,00000000
16,0580,1,1,人工呼吸　５時間を超えた場合（１日につき）　１５日目以降,J0453ﾛ,,,0,20220401,99999999,00000000
16,0590,1,3,人工腎臓　その他の場合,J0384,,,0,20220401,99999999,00000000
16,0590,1,2,中心静脈注射,G005,,,0,20220401,99999999,00000000
16,0590,1,1,人工呼吸　３０分までの場合,J0451,,,0,20220401,99999999,00000000
16,0590,1,1,人工呼吸　３０分を超えて５時間までの場合,J0452,,,0,20220401,99999999,00000000
